,oem,model,network_technology,network_2g_bands,network_gprs,network_edge,launch_announced,launch_status,body_dimensions,body_weight,body_sim,display_type,display_size,display_resolution,display,memory_card_slot
9854,verykool,i604,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Class 12,No,"2012, Q1",Discontinued,118 x 49.8 x 13.5 mm (4.65 x 1.96 x 0.53 in),79 g (2.79 oz),Dual SIM (Mini-SIM),TFT,"2.0 inches, 12.4 cm (~21.1% screen-to-body ratio)","176 x 220 pixels, 4:3 ratio",,"microSD, up to 2 GB (dedicated slot)"
9855,verykool,i125,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Yes,No,"2012, January. Released 2012, January",Discontinued,107 x 45 x 12 mm (4.21 x 1.77 x 0.47 in),63 g (2.22 oz),Dual SIM (Mini-SIM),TFT,"1.8 inches, 9.6 cm (~20.0% screen-to-body ratio)","160 x 240 pixels, 3:2 ratio",,microSD (dedicated slot)
9856,verykool,S815,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, Q4. Released 2011, December",Discontinued,105.5 x 58 x 11.7 mm (4.15 x 2.28 x 0.46 in),90 g (3.17 oz),Mini-SIM,TFT,"2.4 inches, 17.8 cm (~29.2% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 16 GB (dedicated slot)"
9857,verykool,R23,GSM,GSM 850 / 900 / 1800 / 1900,Class 12,No,2011. Released 2011,Discontinued,111 x 51.5 x 15 mm (4.37 x 2.03 x 0.59 in),110 g (3.88 oz),Mini-SIM,TFT,"2.2 inches, 15.2 cm (~26.6% screen-to-body ratio)",176 x 220 pixels,,"microSD, up to 32 GB (dedicated slot)"
9858,verykool,R620,GSM,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, Q3",Discontinued,115.8 x 62 x 13.2 mm (4.56 x 2.44 x 0.52 in),110 g (3.88 oz),Mini-SIM,TFT,"2.3 inches, 16.4 cm (~22.8% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~174 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
9859,verykool,i285,GSM,GSM 850 / 900 / 1800 / 1900,Class 12,Yes,"2011, Q2",Discontinued,117 x 57 x 12.1 mm (4.61 x 2.24 x 0.48 in),106 g (3.74 oz),Mini-SIM,TFT touchscreen,"3.2 inches, 29.1 cm (~43.7% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~146 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
9860,verykool,i725,GSM,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2011, Q2",Discontinued,107 x 57 x 11.8 mm (4.21 x 2.24 x 0.46 in),106 g (3.74 oz),Mini-SIM,TFT,"3.0 inches, 27.9 cm (~45.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~133 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
9861,verykool,CD611,CDMA / CDMA2000,CDMA 800 / 1900,No,No,2011. Released 2011,Discontinued,103 x 56 x 13.5 mm (4.06 x 2.20 x 0.53 in),-,Mini-SIM,TFT,"2.0 inches, 12.4 cm (~21.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,"microSD, up to 32 GB (dedicated slot)"
9862,verykool,i800,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Class 12,Yes,2011. Released 2011,Discontinued,111 x 58.5 x 13.2 mm (4.37 x 2.30 x 0.52 in),107 g (3.77 oz),Mini-SIM,"TFT touchscreen, 256K colors","2.8 inches, 24.3 cm (~37.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
9863,verykool,i720,GSM,GSM 850 / 900 / 1800 / 1900,Class 12,"Class 12 (4+1/3+2 slots), 180 - 230 kbps",2011. Released 2011,Discontinued,102 x 62 x 16.3 mm (4.02 x 2.44 x 0.64 in),145 g (5.11 oz),Mini-SIM,TFT,"2.8 inches, 24.3 cm (~38.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,microSD (dedicated slot)
9864,verykool,i705,GSM,GSM 850 / 1900,Class 12,No,2011. Released 2011,Discontinued,94 x 45 x 18.6 mm (3.70 x 1.77 x 0.73 in),90 g (3.17 oz),Mini-SIM,TFT,"2.0 inches, 12.4 cm (~29.3% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,microSD (dedicated slot)
9865,verykool,R80,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,118 x 53 x 15.8 mm (4.65 x 2.09 x 0.62 in),114 g (4.02 oz),Dual SIM (Mini-SIM),TFT,"2.4 inches, 17.8 cm (~28.5% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",1 Sub-OLED display,"microSD, up to 32 GB (dedicated slot)"
9866,verykool,R13,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,109.9 x 47.4 x 14.6 mm (4.33 x 1.87 x 0.57 in),73.7 g (2.57 oz),Mini-SIM,"TFT, 65K colors","1.8 inches, 10.2 cm (~19.6% screen-to-body ratio)",128 x 160 pixels (~114 ppi density),,"microSD, up to 32 GB (dedicated slot)"
9867,verykool,s810,GSM / UMTS,GSM 850 / 900 / 1800 / 1900,Class 12,Yes,2011. Released 2011,Discontinued,115 x 54 x 13.5 mm (4.53 x 2.13 x 0.53 in),101.6 g (3.56 oz),Mini-SIM,TFT,"2.4 inches, 17.8 cm (~28.7% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 32 GB (dedicated slot)"
9868,verykool,i650,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Class 12,"Class 12 (4+1/3+2 slots), 180 - 230 kbps",2011. Released 2011,Discontinued,116 x 62 x 13.2 mm (4.57 x 2.44 x 0.52 in),130 g (4.59 oz),Mini-SIM,TFT,"2.4 inches, 17.8 cm (~24.8% screen-to-body ratio)","320 x 240 pixels, 4:3 ratio (~167 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
9869,verykool,i610,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,115 x 61.5 x 13 mm (4.53 x 2.42 x 0.51 in),88 g (3.10 oz),Mini-SIM,TFT,"2.2 inches, 15.0 cm (~21.2% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,"microSD, up to 8 GB (dedicated slot)"
9870,verykool,i600,GSM,GSM 850 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,98 x 56.5 x 13.6 mm (3.86 x 2.22 x 0.54 in),88 g (3.10 oz),Mini-SIM,TFT,"2.0 inches, 12.4 cm (~22.4% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,"microSD, up to 4 GB (dedicated slot)"
9871,verykool,i410,GSM,GSM 850 / 900 / 1800 / 1900,Class 12,No,2011. Released 2011,Discontinued,93 x 45 x 18 mm (3.66 x 1.77 x 0.71 in),84 g (2.96 oz),Mini-SIM,TFT,"1.8 inches, 9.6 cm (~23.1% screen-to-body ratio)","160 x 240 pixels, 3:2 ratio",1.0 inches Sub LCD display  Dedicated music keys,microSD (dedicated slot)
9872,verykool,i310,GSM,GSM 850 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,91 x 46 x 16.2 mm (3.58 x 1.81 x 0.64 in),90 g (3.17 oz),Mini-SIM,TFT,"2.0 inches, 12.4 cm (~29.6% screen-to-body ratio)","240 x 320 pixels, 4:3 ratio",,"microSD, up to 8 GB (dedicated slot)"
9873,verykool,i315,GSM,GSM 850 / 1900 - SIM 1 & SIM 2 (optional),Class 12,No,2011. Released 2011,Discontinued,80 x 37 x 20 mm (3.15 x 1.46 x 0.79 in),76.5 g (2.68 oz),Mini-SIM,TFT,"1.5 inches, 7.3 cm (~24.5% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio",Dedicated music keys,No
9874,verykool,i305,GSM,GSM 850 / 1900,Yes,No,2011. Released 2011,Discontinued,90 x 46.5 x 16.5 mm (3.54 x 1.83 x 0.65 in),83 g (2.93 oz),Mini-SIM,"TFT, 256K colors","1.8 inches, 10.5 cm (~25.0% screen-to-body ratio)","128 x 128 pixels, 1:1 ratio (~101 ppi density)",,"microSD (dedicated slot), 1 GB included"
9875,verykool,i277,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,111 x 53 x 12.7 mm (4.37 x 2.09 x 0.5 in),96.4 g (3.39 oz),Mini-SIM,TFT touchscreen,"3.0 inches, 25.6 cm (~43.5% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio (~155 ppi density)",,"microSD, up to 8 GB (dedicated slot)"
9876,verykool,i280,GSM,GSM 850 / 900 / 1800 / 1900,Class 12,Yes,2011. Released 2011,Discontinued,114 x 59 x 13.6 mm (4.49 x 2.32 x 0.54 in),110 g (3.88 oz),Mini-SIM,TFT touchscreen,"2.8 inches, 22.3 cm (~33.2% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio",,microSD (dedicated slot)
9877,verykool,i270,GSM,GSM 850 / 900 / 1800 / 1900,Class 12,Yes,2011. Released 2011,Discontinued,102.6 x 50 x 14.2 mm (4.04 x 1.97 x 0.56 in),95 g (3.35 oz),Mini-SIM,TFT touchscreen,"2.4 inches, 16.4 cm (~32.0% screen-to-body ratio)","240 x 400 pixels, 5:3 ratio",,microSD (dedicated slot)
9878,verykool,i122,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1,Yes,No,2011. Released 2011,Discontinued,107 x 45 x 13 mm (4.21 x 1.77 x 0.51 in),63 g (2.22 oz),Mini-SIM,TFT,"1.8 inches, 9.6 cm (~20.0% screen-to-body ratio)","160 x 240 pixels, 3:2 ratio",,microSD (dedicated slot)
9879,verykool,i119,GSM,GSM 850 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,105 x 45 x 13.9 mm (4.13 x 1.77 x 0.55 in),63 g (2.22 oz),Mini-SIM,TFT,"1.8 inches, 10.2 cm (~21.6% screen-to-body ratio)",128 x 160 pixels,,microSD (dedicated slot)
9880,verykool,i117,GSM,GSM 850 / 1900,Class 12,No,2011. Released 2011,Discontinued,107 x 45.5 x 14 mm (4.21 x 1.79 x 0.55 in),65 g (2.29 oz),Mini-SIM,"TFT, 65K colors","1.5 inches, 7.1 cm (~14.5% screen-to-body ratio)",128 x 160 pixels,,microSD (dedicated slot)
9881,verykool,i115,GSM,GSM 850 / 1900 - SIM 1,Class 12,No,2011. Released 2011,Discontinued,107 x 45.5 x 14 mm (4.21 x 1.79 x 0.55 in),65 g (2.29 oz),Dual SIM (Mini-SIM),"TFT, 65K colors","1.5 inches, 7.1 cm (~14.5% screen-to-body ratio)",128 x 160 pixels,,microSD (dedicated slot)
9882,vivo,X27 Pro,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, April","Coming soon. Exp. release 2019, April 18",165.7 x 74.6 x 9 mm (6.52 x 2.94 x 0.35 in),-,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.7 inches, 106.6 cm (~86.2% screen-to-body ratio)",1080 x 2460 pixels (~401 ppi density),,No
9883,vivo,S1,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, April",162 x 76 x 8.5 mm (6.38 x 2.99 x 0.33 in),189.5 g (6.70 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm (~85.0% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,"microSD, up to 256 GB"
9884,vivo,X27,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, March",157.7 x 74.3 x 9 mm (6.21 x 2.93 x 0.35 in),188 g (6.63 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 101.7 cm (~86.8% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~400 ppi density)",,"microSD, up to 256 GB"
9885,vivo,V15,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, March",161.2 x 75.9 x 8.5 mm (6.35 x 2.99 x 0.33 in),189.5 g (6.70 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.53 inches, 104.7 cm (~85.6% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~395 ppi density)",,"microSD, up to 256 GB"
9886,vivo,iQOO,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, March",157.7 x 75.2 x 8.5 mm (6.21 x 2.96 x 0.33 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",,No
9887,vivo,V15 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, February","Available. Released 2019, March",157.3 x 74.7 x 8.2 mm (6.19 x 2.94 x 0.32 in),185 g (6.53 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 98.9 cm (~84.2% screen-to-body ratio)",1080 x 2316 pixels (~404 ppi density),DCI-P3 100% coverage,"microSD, up to 256 GB (dedicated slot)"
9888,vivo,Y89,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, January","Available. Released 2019, January",154.8 x 75 x 7.9 mm (6.09 x 2.95 x 0.31 in),149.3 g (5.26 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~84.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",,"microSD, up to 256 GB"
9889,vivo,NEX Dual Display,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, December","Available. Released 2018, December",157.2 x 75.3 x 8.1 mm (6.19 x 2.96 x 0.32 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.39 inches, 100.2 cm (~84.7% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~403 ppi density)","Secondary display (on the back):  Super AMOLED, 5.49 inches, 1080 x 1920 pixels",No
9890,vivo,Y93 (Mediatek),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),Yes,Yes,"2018, December","Available. Released 2019, January",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),163.5 g (5.78 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
9891,vivo,Y93s,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, December","Available. Released 2018, December",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~82.4% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,"microSD, up to 256 GB"
9892,vivo,Y95,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, November","Available. Released 2018, November",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),163.5 g (5.75 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
9893,vivo,Z1 Lite,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, November","Available. Released 2018, November",154.8 x 75 x 7.9 mm (6.09 x 2.95 x 0.31 in),-,"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~84.2% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",,"microSD, up to 256 GB"
9894,vivo,Y93,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, November","Available. Released 2018, November",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),163.5 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.2 inches, 95.9 cm (~82.4% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~271 ppi density)",,"microSD, up to 256 GB"
9895,vivo,Y91i,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2019, March","Available. Released 2019, March",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),163.5 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9896,vivo,Y91 (Mediatek),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM only),Yes,Yes,"2019, January","Available. Released 2019, January",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),163.5 g (5.78 oz),"Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
9897,vivo,Y91,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, November","Available. Released 2018, November",155.1 x 75.1 x 8.3 mm (6.11 x 2.96 x 0.33 in),163.5 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.9% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
9898,vivo,Y81i,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, November",155.1 x 75 x 7.8 mm (6.11 x 2.95 x 0.31 in),143 g (5.04 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~83.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
9899,vivo,Z3,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, October",156 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),164 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~84.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9900,vivo,Z3i,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, October",156 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),164 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~84.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9901,vivo,Y71i,GSM / HSPA / LTE,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2018, October","Available. Released 2018, October",155.9 x 75.7 x 7.8 mm (6.14 x 2.98 x 0.31 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 92.9 cm (~78.7% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9902,vivo,V11i,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, September",156 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),164 g (5.78 oz),"Dual SIM (Nano-SIM, dual stand-by)","LTPS IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~84.0% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9903,vivo,Y97,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, September",155.9 x 75.6 x 8.1 mm (6.14 x 2.98 x 0.32 in),162 g (5.71 oz),"Dual SIM (Nano-SIM, dual stand-by)","S-IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9904,vivo,X23,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, September",157.7 x 74.1 x 7.5 mm (6.21 x 2.92 x 0.30 in),-,"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm (~86.3% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",,No
9905,vivo,V11 (V11 Pro),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, September",157.9 x 75 x 7.9 mm (6.22 x 2.95 x 0.31 in),156 g (5.50 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.41 inches, 100.9 cm (~85.2% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~402 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9906,vivo,Y83 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, September","Available. Released 2018, September",155.2 x 75.2 x 7.7 mm (6.11 x 2.96 x 0.30 in),152 g (5.36 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9907,vivo,V9 6GB,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, June","Available. Released 2018, July",154.8 x 75 x 7.9 mm (6.09 x 2.95 x 0.31 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.3 inches, 99.1 cm (~85.3% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~400 ppi density)",,"microSD, up to 256 GB (dedicated slot)"
9908,vivo,Z1i,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, July","Available. Released 2018, July",154.8 x 75.1 x 7.9 mm (6.09 x 2.96 x 0.31 in),149.3 g (5.26 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)"
9909,vivo,NEX S,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, June","Available. Released 2018, June",162 x 77 x 8 mm (6.38 x 3.03 x 0.31 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.59 inches, 107.3 cm (~86.0% screen-to-body ratio)",1080 x 2316 pixels (~388 ppi density),,No
9910,vivo,NEX A,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, June","Available. Released 2018, June",162 x 77 x 8 mm (6.38 x 3.03 x 0.31 in),199 g (7.02 oz),"Dual SIM (Nano-SIM, dual stand-by)","Super AMOLED capacitive touchscreen, 16M colors","6.59 inches, 107.3 cm (~86.0% screen-to-body ratio)",1080 x 2316 pixels (~388 ppi density),,No
9911,vivo,Z1,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, May","Available. Released 2018, June",154.8 x 75.1 x 7.9 mm (6.09 x 2.96 x 0.31 in),149.3 g (5.26 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.26 inches, 97.8 cm (~84.1% screen-to-body ratio)","1080 x 2280 pixels, 19:9 ratio (~403 ppi density)",,"microSD, up to 256 GB (uses shared SIM slot)"
9912,vivo,Y83,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, May","Available. Released 2018, May",155.2 x 75.2 x 7.7 mm (6.11 x 2.96 x 0.30 in),150 g (5.29 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~82.7% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
9913,vivo,Y81,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,Yes,"2018, June","Available. Released 2018, June",155.1 x 75 x 7.8 mm (6.11 x 2.95 x 0.31 in),146.5 g (5.15 oz),"Dual SIM (Nano-SIM, dual stand-by)","IPS LCD capacitive touchscreen, 16M colors","6.22 inches, 96.6 cm (~83.0% screen-to-body ratio)","720 x 1520 pixels, 19:9 ratio (~270 ppi density)",,"microSD, up to 256 GB"
